ZipCode,StartMonthJan,StartMonthFeb,StartMonthMar,StartMonthApr,StartMonthMay,StartMonthJun,StartMonthJul,StartMonthAug,StartMonthSept,StartMonthOct,StartMonthNov,StartMonthDec,StartYear2013,StartYear2014,StartYear2015,StartYear2016,StartYear2017,StartHour0,StartHour1,StartHour2,StartHour3,StartHour4,StartHour5,StartHour6,StartHour7,StartHour8,StartHour9,StartHour10,StartHour11,StartHour12,StartHour13,StartHour14,StartHour15,StartHour16,StartHour17,StartHour18,StartHour19,StartHour20,StartHour21,StartHour22,StartHour23,StartDayMon,StartDayTues,StartDayWed,StartDayThurs,StartDayFri,StartDaySat,StartDaySun,depressed_raw,suicidal_thoughts_raw,self_harm_raw,third_party_raw,abuse_physical_raw,abuse_sexual_raw,anxiety_raw,bereavement_raw,bully_raw,eating_raw,family_raw,friend_raw,gender_lgbtq_raw,isolated_raw,medical_raw,other_raw,relationship_raw,stress_raw,substance_abuse_raw,financial_raw,mental_raw,none_raw,work_raw,testing_raw,abuse_emotional_raw,domestic_violence_raw,military_raw,school_raw,election_raw,homeless_raw,homicide_raw,medication_raw,psychiatric_hospitalization_raw,therapist_psychiatrist_raw,sexual_assault_raw,suicidal_desire_raw,suicidal_intent_raw,suicidal_capability_raw,suicidal_timeframe_raw,active_rescue_raw,mandatory_report_raw,Convo_length_min_MEAN,Convo_length_min_MEDIAN,Convo_length_min_MIN,Convo_length_min_MAX,convo,NumConvos_MEAN,NumConvos_MEDIAN,NumConvos_MIN,NumConvos_MAX,FirstToLastConvoMin_MEAN,FirstToLastConvoMin_MEDIAN,FirstToLastConvoMin_MIN,FirstToLastConvoMin_MAX,FirstToLastConvoHours_MEAN,FirstToLastConvoHours_MEDIAN,FirstToLastConvoHours_MIN,FirstToLastConvoHours_MAX,FirstToLastConvoDays_MEAN,FirstToLastConvoDays_MEDIAN,FirstToLastConvoDays_MIN,FirstToLastConvoDays_MAX,actor_meanlength_min,NumIssues_MEAN,NumIssues_MEDIAN,NumIssues_MIN,NumIssues_MAX,abuse_emotional_EVER_SUM,abuse_physical_EVER_SUM,abuse_sexual_EVER_SUM,anxiety_EVER_SUM,bereavement_EVER_SUM,bully_EVER_SUM,depressed_EVER_SUM,domestic_violence_EVER_SUM,eating_EVER_SUM,election_EVER_SUM,family_EVER_SUM,financial_EVER_SUM,friend_EVER_SUM,gender_lgbtq_EVER_SUM,homeless_EVER_SUM,homicide_EVER_SUM,isolated_EVER_SUM,medical_EVER_SUM,medication_EVER_SUM,mental_EVER_SUM,military_EVER_SUM,other_EVER_SUM,psychiatric_hospitalization_EVER_SUM,relationship_EVER_SUM,school_EVER_SUM,self_harm_EVER_SUM,sexual_assault_EVER_SUM,stress_EVER_SUM,substance_abuse_EVER_SUM,suicidal_capability_EVER_SUM,suicidal_desire_EVER_SUM,suicidal_intent_EVER_SUM,suicidal_thoughts_EVER_SUM,suicidal_timeframe_EVER_SUM,therapist_psychiatrist_EVER_SUM,work_EVER_SUM,UndupNumIssues_MEAN,UndupNumIssues_MEDIAN,UndupNumIssues_MIN,UndupNumIssues_MAX,Stigma_MEAN,Stigma_MEDIAN,Stigma_MIN,Stigma_MAX
14030,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , ,1,1,1,1,1, , , , , , , , , , , , , ,5,5,5,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,1,1,1,1
14032,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.9611111005147,46.2833333015442,23.9166666666667,67.6833333333333,3,1.66666666666667,2,1,2,7188.66666666667,7188.66666666667,7188.66666666667,7188.66666666667,119.811111111111,119.811111111111,119.811111111111,119.811111111111,4.99212962962963,4.99212962962963,4.99212962962963,4.99212962962963,45.9611111005147,2.33333333333333,3,1,3,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,3,2.66666666666667,3,1,4
14043,3,4,0,0,3,1,2,0,0,0,3,3,0,1,2,12,4,1,3,2,1,4,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,1,6,2,4,0,3,0,4,7,4,2,0,0,0,3,1,0,0,4,2,0,2,0,0,4,4,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3,1,0,1,1,57.1518518465537,64.4499999523163,10.8333333015442,103.150000031789,19,1.52631578947368,2,1,2,10955.8633333397,1896.88333330154,201.883333396912,27690.6,182.597722222328,31.6147222216924,3.36472222328186,461.51,7.60823842593034,1.31728009257052,.140196759303411,19.2295833333333,55.7149122740093,2.26315789473684,2,0,6,0,0,0,3,1,0,8,0,0,0,6,1,3,0,0,0,4,0,0,0,0,0,0,4,3,3,0,4,0,2,3,3,5,0,0,0,2.78947368421053,2,0,6,2.58823529411765,3,1,5
14048,1,0,0,0,2,0,1,1,0,0,2,0,0,0,0,4,3,1,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,2,3,0,0,0,0,0,1,1,1,0,2,1,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.5976190430777,43.7666666348775,20.7166666984558,54.6333333333333,7,1.57142857142857,2,1,2,34542.5249999682,34542.5249999682,1620.49999996821,67464.5499999682,575.70874999947,575.70874999947,27.0083333328035,1124.40916666614,23.9878645833113,23.9878645833113,1.12534722220015,46.8503819444224,39.5976190430777,2.14285714285714,1,1,5,0,0,0,1,1,2,5,0,0,0,3,0,1,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,5,3,3,2,4
14052,0,0,0,0,17,1,2,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,1,6,2,0,0,0,0,0,4,5,3,3,4,1,0,4,5,4,0,0,2,2,1,0,0,9,0,0,1,1,1,8,2,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,71.3175438629954,78.5,10.0500000317891,113.05,20,18.1,19,1,19,89093.8666666667,89093.8666666667,89093.8666666667,89093.8666666667,1484.89777777778,1484.89777777778,1484.89777777778,1484.89777777778,61.8707407407407,61.8707407407407,61.8707407407407,61.8707407407407,71.4877314847487,2.6,2,0,7,19,0,19,19,19,0,20,19,0,0,19,0,0,0,0,0,19,19,0,0,0,19,0,19,0,19,0,19,0,19,19,19,19,0,0,0,16.2,17,1,17,2.25,2,1,5
14063,10,6,7,2,11,12,20,4,11,13,4,10,1,6,13,57,33,8,6,14,7,14,4,5,1,3,1,0,0,0,2,4,1,3,4,4,11,7,2,2,7,25,23,14,13,14,7,14,21,11,10,5,0,1,23,4,2,2,9,8,7,6,3,5,33,17,1,1,8,10,3,3,0,0,0,3,1,0,0,0,1,1,0,10,4,4,0,0,0,42.5909240946124,37.6000000317891,1.74999996821086,115.633333333333,110,2.91818181818182,2,1,7,278034.903906241,140933.999999936,16.3166666666667,1356014.24999997,4633.91506510402,2348.89999999894,.271944444444444,22600.2374999995,193.079794379334,97.8708333332892,.0113310185185185,941.676562499978,42.8782721740244,1.80909090909091,1,0,5,0,0,2,46,12,2,42,0,6,2,19,1,12,11,0,0,14,12,0,15,0,7,1,53,4,16,0,37,1,7,20,7,20,0,1,3,3.39090909090909,3,0,10,2.64583333333333,3,1,5
14068,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,1,1,1,1, , , , , , , , , , , , , ,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3
14070,0,0,0,5,6,2,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,1,1,0,1,0,1,3,1,2,0,2,3,2,2,0,0,0,0,0,2,0,0,0,2,5,0,1,0,0,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.7757575670878,43.1999999682109,13.0499999682109,81.9333333333333,13,13,13,13,13,80504.9166666349,80504.9166666349,80504.9166666349,80504.9166666349,1341.74861111058,1341.74861111058,1341.74861111058,1341.74861111058,55.9061921296076,55.9061921296076,55.9061921296076,55.9061921296076,45.7757575670878,1.61538461538462,1,0,5,0,0,0,13,0,0,13,0,0,0,13,0,13,0,0,0,13,0,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0,0,0,0,7,7,7,7,3.5,3,3,5
14075,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,94.7166666984558,94.7166666984558,94.7166666984558,94.7166666984558,1,1,1,1,1, , , , , , , , , , , , ,94.7166666984558,3,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,3,3,3,1,1,1,1
14086,1,2,0,2,2,5,2,0,3,2,4,1,0,2,4,9,9,3,2,4,2,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2,4,0,1,2,3,1,5,3,2,6,4,9,5,3,2,0,1,1,0,1,0,2,3,0,2,0,2,8,2,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,0,0,0,0,48.7651515209314,45.2999999682109,6.63333339691162,89.7166666666667,24,1.54166666666667,1,1,3,269782.718333324,125595.925000016,2393.13333330154,741761.733333301,4496.37863888873,2093.26541666693,39.8855555550257,12362.695555555,187.349109953697,87.2193923611221,1.66189814812607,515.112314814793,49.7789855107017,2.125,2,0,4,0,0,1,1,0,1,10,0,0,0,3,0,4,0,0,0,2,0,0,2,0,2,0,11,1,3,0,4,1,1,7,5,7,0,0,0,2.75,2.5,1,7,2.22727272727273,3,1,5
14094,19,16,12,5,18,19,14,11,15,7,15,10,0,12,29,59,61,11,15,13,15,10,7,2,3,1,4,2,1,1,2,5,7,1,8,9,6,7,10,10,11,30,22,20,28,23,17,21,51,41,22,7,4,4,29,5,3,1,31,11,2,15,2,8,33,22,3,2,3,12,2,4,3,1,1,4,0,2,0,0,0,0,0,31,19,15,8,1,0,52.5858513178013,53.0666666666667,5.29999996821086,114.766666666667,161,4.99378881987578,4,1,14,330577.682258057,252107.516666667,73.2666666348775,1362654.41666667,5509.62803763427,4201.79194444444,1.22111111058129,22710.9069444444,229.567834901428,175.074664351852,.0508796296075538,946.287789351852,54.3412756019469,2.34782608695652,2,0,11,3,9,8,88,20,18,91,1,2,0,79,6,39,6,2,0,45,11,0,5,1,17,0,65,23,71,0,79,4,30,66,40,78,23,0,8,5.82608695652174,6,0,15,2.28571428571429,2,1,5
14098,0,1,2,0,4,1,1,0,2,0,0,2,0,1,0,9,3,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,3,1,0,0,0,0,0,2,4,3,2,2,0,6,0,0,0,0,0,3,0,1,0,4,2,2,2,0,0,2,4,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60.8283333333333,60.9333333651225,21.4666666984558,96.8499999682109,13,2.61538461538462,3,1,4,59162.5966666539,21356.5999999682,7147.31666666667,142500.849999968,986.043277777566,355.943333332803,119.121944444444,2375.01416666614,41.0851365740652,14.8309722222001,4.96341435185185,98.958923611089,60.6070512775682,2.15384615384615,2,0,6,0,0,0,9,0,4,7,0,0,0,4,0,4,2,0,0,4,0,0,2,0,0,0,3,3,0,0,10,0,0,1,0,1,0,0,0,4.15384615384615,4,0,6,3.30769230769231,3,1,5
14101,0,0,1,1,3,5,4,0,0,1,2,1,0,1,0,8,9,0,2,2,1,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,3,3,2,3,3,3,3,1,4,2,1,0,0,0,7,1,0,1,3,0,0,0,0,1,7,5,0,0,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,45.6382352997275,40.55,7.78333336512248,100.766666666667,18,1.77777777777778,1,1,4,76708.8571428662,4112.95,1486.86666666667,262137.750000032,1278.4809523811,68.5491666666667,24.7811111111111,4368.96250000053,53.270039682546,2.85621527777778,1.0325462962963,182.040104166689,43.4411764752631,2.16666666666667,2,0,5,0,0,0,9,3,0,7,0,3,0,3,0,0,0,0,0,0,0,0,4,0,1,0,9,1,1,0,6,0,0,5,0,5,0,2,1,3.33333333333333,3,0,6,3,3,1,5
14103,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,56.6166666666667,56.6166666666667,33.4166666348775,79.8166666984558,2,2,2,2,2,1209.6,1209.6,1209.6,1209.6,20.16,20.16,20.16,20.16,.84,.84,.84,.84,56.6166666666667,3,3,2,4,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,6,6,6,6,2,2,1,3
14105,2,0,1,1,3,5,1,0,0,1,0,2,0,0,3,3,10,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,1,1,0,1,1,0,2,4,5,0,4,7,3,2,0,0,1,3,0,2,0,6,2,1,2,0,3,3,3,1,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,1,3,1,1,1,0,0,54.8977777693007,56.7166666348775,26.1333333333333,110.05,16,1.625,1,1,3,23878.5571428481,1035.31666663488,443.483333333333,54730.7666666667,397.975952380801,17.255277777248,7.39138888888889,912.179444444444,16.5823313492,.718969907385332,.307974537037037,38.0074768518519,54.8977777693007,3.125,3,0,10,0,0,1,4,0,3,10,0,0,0,8,0,3,3,0,0,2,0,1,1,0,5,0,5,3,2,1,4,3,1,4,1,4,1,0,0,4.375,3.5,1,10,2.46666666666667,2,1,5
14108,1,0,0,3,2,0,1,2,1,0,0,0,0,1,0,6,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,3,1,2,0,1,1,2,1,2,2,2,0,0,1,0,1,0,1,0,0,0,0,1,0,2,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,0,0,0,41.8999999929357,39.7166666666667,9.41666669845581,84.9666666666667,10,4.2,6,1,6,430113.666666643,573480.749999968,12.4166666666667,573480.749999968,7168.56111111071,9558.01249999947,.206944444444444,9558.01249999947,298.69004629628,398.250520833311,.00862268518518518,398.250520833311,41.8999999929357,2,1,0,9,0,0,0,1,0,6,6,0,0,0,6,0,0,0,0,6,0,0,0,6,0,1,0,0,0,6,0,7,0,6,6,6,6,0,0,0,6.9,11,0,11,1.85714285714286,1,1,5
14127,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.01666666666667,9.01666666666667,9.01666666666667,9.01666666666667,1,1,1,1,1, , , , , , , , , , , , ,9.01666666666667,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1, , , ,
14136,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,77.4999999788072,75.1,63.5666666348775,93.8333333015442,4,2.5,3,1,3,30392.8666666349,30392.8666666349,30392.8666666349,30392.8666666349,506.547777777248,506.547777777248,506.547777777248,506.547777777248,21.1061574073853,21.1061574073853,21.1061574073853,21.1061574073853,77.4999999788072,2.25,1.5,1,5,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,3,3,3,0,0,0,5,6,2,6,1.5,1,1,3
14150,12,12,11,9,15,30,14,10,8,6,7,3,2,11,22,61,41,5,16,8,13,10,10,3,6,4,3,2,2,3,3,7,2,2,2,5,4,5,5,7,10,35,15,23,16,18,13,17,45,37,15,6,2,4,28,6,6,1,23,13,3,9,3,4,30,29,0,1,3,8,3,1,3,1,0,6,0,0,0,1,0,1,0,29,13,4,2,0,0,54.1177165371852,48.8666666984558,10.2166666348775,115.983333333333,137,4.66423357664234,3,1,13,275730.42854785,275666.216666635,102.383333301544,738131.283333333,4595.50714246417,4594.43694444392,1.70638888835907,12302.1880555556,191.47946426934,191.434872685163,.0710995370149612,512.591168981481,54.2734818797641,2.37226277372263,2,0,11,12,3,13,61,8,37,97,2,5,0,63,3,57,11,0,0,43,3,1,8,0,32,0,65,25,33,0,58,0,16,44,25,55,21,1,19,5.99270072992701,5,0,14,2.30327868852459,3,1,5
14172,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,42.7166666666667,44.1333333333333,33.3166666666667,50.7,3,1.66666666666667,2,1,2,837.85,837.85,837.85,837.85,13.9641666666667,13.9641666666667,13.9641666666667,13.9641666666667,.581840277777778,.581840277777778,.581840277777778,.581840277777778,42.7166666666667,4,3,2,7,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,2,2,2,2,0,0,5.33333333333333,7,2,7,1.66666666666667,1,1,3
14201,2,1,0,4,1,0,1,2,2,7,2,0,1,2,9,8,2,2,3,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,2,1,0,3,3,1,2,7,0,2,3,3,5,4,3,4,1,0,0,1,0,1,4,0,1,0,0,0,1,5,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,1,0,0,52.6850877209714,56.8333333651225,8.6,114.416666666667,22,3.18181818181818,3,1,6,72895.6948717778,79306.4833333015,7918.26666663488,194302.833333365,1214.92824786296,1321.77472222169,131.971111110581,3238.38055555609,50.6220103276234,55.0739467592372,5.49879629627422,134.93252314817,52.9058201063247,1.45454545454545,1,0,6,0,0,0,4,0,6,6,0,4,0,0,0,1,0,0,0,0,0,0,0,1,6,0,6,0,5,0,4,0,1,5,5,6,1,0,0,2.77272727272727,2,0,6,2.72222222222222,3,1,5
14202,34,32,40,20,39,45,52,21,41,28,30,29,2,22,80,155,152,34,30,51,29,26,22,15,9,7,4,8,6,7,15,10,6,11,11,13,21,16,20,16,24,63,56,66,58,54,52,62,130,107,38,12,7,3,75,20,13,13,76,27,13,50,13,25,93,64,7,5,11,26,10,3,3,2,3,18,2,1,0,1,1,1,0,92,52,38,13,2,2,52.8572344316231,52.2666666984558,2.15000003178914,114.450000031789,411,7.330900243309,2,1,36,358591.773827636,172754.633333302,49.2333333333333,977878.35,5976.52956379391,2879.24388888836,.820555555555556,16297.9725,249.02206515808,119.968495370348,.0341898148148148,679.0821875,54.5703540203952,2.49878345498783,2,0,10,10,8,6,177,38,29,241,6,49,3,195,9,104,24,1,0,146,56,6,29,7,92,6,159,75,95,0,168,11,92,156,103,181,68,2,52,5.84914841849148,4,0,15,2.28969359331476,3,1,5
14203,47,49,72,61,57,80,100,43,61,41,79,56,21,38,95,317,275,53,56,66,74,46,41,28,17,7,6,4,7,12,26,18,22,18,26,35,39,32,40,35,38,106,104,112,99,119,94,112,195,196,75,19,29,31,156,18,11,18,151,74,14,85,17,72,121,149,37,20,49,36,19,7,14,3,0,12,2,5,0,3,1,6,3,169,93,52,23,10,6,53.6346114530154,50.0000000158946,2.01666666666667,115.016666698456,746,11.7184986595174,4,1,44,435164.277639956,263605.516666698,9.71666666666667,1465969.53333333,7252.73796066592,4393.42527777831,.161944444444444,24432.8255555556,302.197415027747,183.059386574096,.00674768518518519,1018.03439814815,54.8832302316355,2.57774798927614,2,0,11,168,159,88,423,44,102,464,16,88,43,418,118,292,19,38,0,306,115,25,204,0,330,8,274,42,233,21,450,146,279,365,297,388,178,67,133,8.5,7,0,22,2.18952234206471,2,1,5
14204,41,39,41,45,58,63,47,21,21,14,27,35,0,14,100,181,157,45,52,43,38,27,24,16,10,2,1,2,4,7,13,13,10,15,16,19,14,15,15,23,28,82,73,52,73,53,52,67,114,64,41,15,3,7,92,10,13,16,75,35,13,33,14,23,77,82,11,8,11,26,7,6,1,5,0,22,1,0,0,3,0,4,3,44,17,12,6,3,2,48.3004094997847,47.033333269755,2.63333336512248,112.766666634878,452,5.98008849557522,3,1,24,345403.626123305,319693.000000032,18.4166666666667,1162056.35000006,5756.72710205511,5328.2166666672,.306944444444444,19367.6058333344,239.863629252296,222.0090277778,.0127893518518519,806.983576388933,49.3178842991693,1.91814159292035,1,0,9,3,21,27,213,10,27,255,9,66,1,185,29,109,36,1,0,118,27,6,18,0,99,0,172,69,119,7,207,21,25,128,38,178,19,7,33,5.05088495575221,5,0,14,2.53506493506494,3,1,5
14206,9,5,9,6,3,0,5,1,1,2,0,1,0,3,0,30,9,3,4,9,3,3,3,3,3,0,0,1,0,0,0,2,0,0,3,1,3,0,0,1,0,6,10,8,10,3,1,4,26,19,9,1,0,0,9,0,0,2,5,3,1,1,1,0,7,9,0,0,3,2,0,1,0,0,0,1,0,1,0,0,0,0,0,16,8,6,1,0,0,64.2823232371398,67.1333333969116,13.8833333333333,114.916666730245,42,16.4761904761905,18,1,19,1033554.42094017,486301.916666667,169486.999999968,1707217.33333333,17225.9070156695,8105.03194444444,2824.7833333328,28453.6222222222,717.746125652896,337.709664351852,117.699305555533,1185.56759259259,66.4453968291813,3.04761904761905,3,0,8,0,0,0,38,0,0,39,0,37,0,37,0,21,19,1,0,18,18,0,38,0,0,0,39,18,37,0,37,0,37,37,37,37,19,0,0,13.4285714285714,15,0,15,1.8974358974359,1,1,5
14207,0,0,4,0,6,1,0,1,0,0,0,0,0,0,0,1,11,0,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,2,1,2,3,1,3,0,11,5,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,63.3124999973509,65.0166666507721,18.0666666348775,89.2833333333333,12,5.66666666666667,8,1,8,98486.2666666985,98486.2666666985,98486.2666666985,98486.2666666985,1641.43777777831,1641.43777777831,1641.43777777831,1641.43777777831,68.3932407407628,68.3932407407628,68.3932407407628,68.3932407407628,63.3124999973509,2.33333333333333,2.5,0,5,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,1,0,1,0,0,0,0,9,1,9,0,0,0,3.5,4,0,5,2,2,1,3
14209,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8333333333333,40.8333333333333,40.8333333333333,40.8333333333333,1,1,1,1,1, , , , , , , , , , , , ,40.8333333333333,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
14210,1,2,1,1,0,1,2,0,0,1,0,1,0,0,4,2,4,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,3,2,1,0,2,4,2,0,0,0,0,2,0,1,0,2,1,0,0,0,1,2,2,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,2,1,0,0,0,0,36.8222222504792,45.6499999682109,12.4500000635783,67.1,10,1.2,1,1,2,239251.333333333,239251.333333333,239251.333333333,239251.333333333,3987.52222222222,3987.52222222222,3987.52222222222,3987.52222222222,166.146759259259,166.146759259259,166.146759259259,166.146759259259,36.8222222504792,2.4,2.5,0,6,0,0,0,2,0,1,5,0,0,0,2,0,1,0,0,0,0,0,1,1,0,1,0,2,2,0,0,2,0,0,3,1,3,0,0,0,2.7,3,0,6,2.5,2,1,5
14213,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,5,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,3,1,0,0,0,1,0,0,0,3,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,44.0583333386315,47.0916666666667,5.40000003178914,83.1666666348775,6,2.33333333333333,2.5,1,3,90712.9533333206,96412.7666666667,82163.2333333015,96412.7666666667,1511.88255555534,1606.87944444444,1369.38722222169,1606.87944444444,62.9951064814726,66.9533101851852,57.0578009259038,66.9533101851852,44.0583333386315,2.5,2.5,1,4,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,3,0,0,0,3,0,3,0,0,5,0,5,0,0,0,4.5,5,1,6,2,1,1,5
